accession_id	genome_size	tax_id	tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom
NC_033184.1	10162	1923566	Wenzhou hepe-like virus 1								Viruses
NC_033022.1	8691	1923562	Wenzhou crab virus 5								Viruses
NC_032892.1	8943	1923557	Wenzhou channeled applesnail virus 1								Viruses
NC_033197.1	5635	1923551	Wenling zhaovirus-like virus 1								Viruses
NC_033073.1	3908	1923545	Wenling tombus-like virus 3								Viruses
NC_033230.1	2571	1923541	Wenling sobemo-like virus 2								Viruses
NC_032818.1	7484	1923535	Wenling picorna-like virus 7								Viruses
NC_032791.1	10236	1923531	Wenling picorna-like virus 3								Viruses
NC_033049.1	2723	1923507	Wenling narna-like virus 7								Viruses
NC_033060.1	2781	1923502	Wenling narna-like virus 2								Viruses
NC_033130.1	12441	1923494	Wenling hepe-like virus 2								Viruses
NC_032864.1	9291	1923487	Wenling crustacean virus 4								Viruses
NC_033291.1	6699	1923483	Wenling crustacean virus 14	Brunnich mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033292.1	4615	1923483	Wenling crustacean virus 14	Brunnich mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032739.1	11938	1923479	Wenling crustacean virus 10								Viruses
NC_033089.1	2791	1923475	Shuangao sobemo-like virus 2								Viruses
NC_032994.1	9854	1923468	Shuangao insect virus 12								Viruses
NC_033182.1	13283	1923460	Shayang ascaridia galli virus 2								Viruses
NC_032785.1	3593	1923454	Shahe sobemo-like virus 1								Viruses
NC_032876.1	8831	1923449	Shahe picorna-like virus 6								Viruses
NC_032838.1	9272	1923445	Shahe picorna-like virus 2								Viruses
NC_032928.1	9081	1923441	Shahe picorna-like virus 11								Viruses
NC_032762.1	1684	1923433	Shahe narna-like virus 5								Viruses
NC_033106.1	6235	1923423	Shahe isopoda virus 3								Viruses
NC_032952.1	10019	1923417	Shahe heteroptera virus 1								Viruses
NC_033180.1	10194	1923406	Sanxia water strider virus 7								Viruses
NC_033077.1	4369	1923401	Sanxia water strider virus 17								Viruses
NC_033279.1	2989	1923394	Sanxia water strider virus 10								Viruses
NC_033286.1	1637	1923394	Sanxia water strider virus 10								Viruses
NC_033058.1	2585	1923389	Sanxia tombus-like virus 5								Viruses
NC_033178.1	3446	1923385	Sanxia tombus-like virus 1								Viruses
NC_032966.1	9667	1923622	Wenzhou picorna-like virus 36								Viruses
NC_032959.1	8678	1923617	Wenzhou picorna-like virus 31								Viruses
NC_033205.1	9287	1923611	Wenzhou picorna-like virus 26								Viruses
NC_032906.1	8890	1923607	Wenzhou picorna-like virus 22								Viruses
NC_033215.1	10153	1923603	Wenzhou picorna-like virus 19								Viruses
NC_032886.1	8610	1923599	Wenzhou picorna-like virus 15								Viruses
NC_032917.1	7094	1923595	Wenzhou picorna-like virus 11								Viruses
NC_033171.1	2768	1923583	Wenzhou narna-like virus 8								Viruses
NC_032742.1	2642	1923577	Wenzhou narna-like virus 2								Viruses
NC_033156.1	9309	1923563	Wenzhou gastropodes virus 1								Viruses
NC_032877.1	10481	1923558	Wenzhou channeled applesnail virus 2								Viruses
NC_032827.1	11290	1923553	Wenzhou bivalvia virus 1								Viruses
NC_033024.1	5321	1923546	Wenling tombus-like virus 4								Viruses
NC_033079.1	9247	1923542	Wenling toga-like virus								Viruses
NC_032844.1	9299	1923536	Wenling picorna-like virus 8								Viruses
NC_032799.1	8837	1923532	Wenling picorna-like virus 4								Viruses
NC_033064.1	2702	1923509	Wenling narna-like virus 9								Viruses
NC_033044.1	3319	1923503	Wenling narna-like virus 3								Viruses
NC_033086.1	11515	1923495	Wenling hepe-like virus 3								Viruses
NC_032839.1	10528	1923488	Wenling crustacean virus 5								Viruses
NC_032802.1	11119	1923484	Wenling crustacean virus 15	Wenling mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032781.1	11560	1923480	Wenling crustacean virus 11								Viruses
NC_033072.1	2781	1923476	Shuangao sobemo-like virus 3								Viruses
NC_032978.1	12155	1923469	Shuangao insect virus 8		Sopolycivirus	Polycipiviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_033146.1	7548	1923464	Shuangao alphatetra-like virus 1								Viruses
NC_032936.1	2824	1923455	Shahe tombus-like virus 1								Viruses
NC_032871.1	10076	1923450	Shahe picorna-like virus 7								Viruses
NC_032946.1	8352	1923446	Shahe picorna-like virus 3								Viruses
NC_032857.1	7849	1923442	Shahe picorna-like virus 12								Viruses
NC_032796.1	2281	1923435	Shahe narna-like virus 7								Viruses
NC_032754.1	3209	1923429	Shahe narna-like virus 1								Viruses
NC_032809.1	8739	1923420	Shahe heteroptera virus 4								Viruses
NC_033194.1	9166	1923407	Sanxia water strider virus 8								Viruses
NC_033196.1	4981	1923403	Sanxia water strider virus 19								Viruses
NC_032828.1	2308	1923397	Sanxia water strider virus 13								Viruses
NC_033117.1	3284	1923390	Sanxia tombus-like virus 6								Viruses
NC_033187.1	3557	1923386	Sanxia tombus-like virus 2								Viruses
NC_032937.1	3216	1923382	Sanxia sobemo-like virus 3								Viruses
NC_033258.1	7418	1923377	Sanxia picorna-like virus 8								Viruses
NC_033203.1	9058	1923371	Sanxia picorna-like virus 2								Viruses
NC_033298.1	6009	1923647	Wenzhou qinvirus-like virus 1								Viruses
NC_033299.1	1803	1923647	Wenzhou qinvirus-like virus 1								Viruses
NC_033036.1	7500	1923642	Wenzhou picorna-like virus 54								Viruses
NC_033131.1	9166	1923637	Wenzhou picorna-like virus 5								Viruses
NC_032882.1	10473	1923633	Wenzhou picorna-like virus 46								Viruses
NC_032947.1	7810	1923629	Wenzhou picorna-like virus 42								Viruses
NC_032911.1	8215	1923625	Wenzhou picorna-like virus 39								Viruses
NC_032939.1	8465	1923619	Wenzhou picorna-like virus 33								Viruses
NC_032975.1	10012	1923613	Wenzhou picorna-like virus 28								Viruses
NC_033088.1	8778	1923609	Wenzhou picorna-like virus 24								Viruses
NC_033041.1	8476	1923605	Wenzhou picorna-like virus 20								Viruses
NC_033057.1	8127	1923601	Wenzhou picorna-like virus 17								Viruses
NC_033075.1	9458	1923597	Wenzhou picorna-like virus 13								Viruses
NC_033137.1	8804	1923593	Wenzhou picorna-like virus 1								Viruses
NC_033109.1	3959	1923580	Wenzhou narna-like virus 5								Viruses
NC_033147.1	7652	1923565	Wenzhou hepe-like virus 2								Viruses
NC_033240.1	4778	1923561	Wenzhou crab virus 4								Viruses
NC_033166.1	5077	1923555	Wenzhou bivalvia virus 3								Viruses
NC_033012.1	8033	1923549	Wenling toti-like virus 2								Viruses
NC_033059.1	4118	1923544	Wenling tombus-like virus 2								Viruses
NC_033236.1	3259	1923540	Wenling sobemo-like virus 1								Viruses
NC_032815.1	10033	1923534	Wenling picorna-like virus 6								Viruses
NC_032803.1	9155	1923529	Wenling picorna-like virus 1								Viruses
NC_033038.1	1790	1923505	Wenling narna-like virus 5								Viruses
NC_033091.1	2583	1923501	Wenling narna-like virus 1								Viruses
NC_033115.1	10962	1923493	Wenling hepe-like virus 1								Viruses
NC_032858.1	9887	1923486	Wenling crustacean virus 3								Viruses
NC_033293.1	6746	1923482	Wenling crustacean virus 13	Crustacean mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033294.1	4083	1923482	Wenling crustacean virus 13	Crustacean mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033065.1	10183	1923478	Wenling crustacean virus 1								Viruses
NC_033084.1	3718	1923474	Shuangao sobemo-like virus 1								Viruses
NC_033265.1	2704	1923467	Shuangao insect virus 11								Viruses
NC_033289.1	6556	1923457	Shahe yuevirus-like virus 1	Shahe yuyuevirus	Yuyuevirus	Yueviridae	Goujianvirales	Yunchangviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033290.1	1212	1923457	Shahe yuevirus-like virus 1	Shahe yuyuevirus	Yuyuevirus	Yueviridae	Goujianvirales	Yunchangviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033287.1	5924	1923453	Shahe qinvirus-like virus 1								Viruses
NC_033288.1	1883	1923453	Shahe qinvirus-like virus 1								Viruses
NC_032888.1	8658	1923448	Shahe picorna-like virus 5								Viruses
NC_032935.1	10360	1923444	Shahe picorna-like virus 14								Viruses
NC_032898.1	8281	1923440	Shahe picorna-like virus 10								Viruses
NC_032750.1	2982	1923431	Shahe narna-like virus 3								Viruses
NC_032822.1	10297	1923422	Shahe isopoda virus 2								Viruses
NC_032798.1	15783	1923414	Shahe endorna-like virus 1								Viruses
NC_033189.1	10153	1923405	Sanxia water strider virus 21								Viruses
NC_032808.1	8895	1923604	Wenzhou picorna-like virus 2								Viruses
NC_032963.1	6372	1923600	Wenzhou picorna-like virus 16								Viruses
NC_032953.1	9025	1923596	Wenzhou picorna-like virus 12								Viruses
NC_033177.1	4228	1923584	Wenzhou narna-like virus 9								Viruses
NC_032744.1	2716	1923578	Wenzhou narna-like virus 3								Viruses
NC_033172.1	8926	1923564	Wenzhou gastropodes virus 2								Viruses
NC_032890.1	8377	1923559	Wenzhou channeled applesnail virus 3								Viruses
NC_033100.1	6570	1923554	Wenzhou bivalvia virus 2								Viruses
NC_033090.1	4752	1923547	Wenling tombus-like virus 5								Viruses
NC_033043.1	3348	1923543	Wenling tombus-like virus 1								Viruses
NC_032854.1	9041	1923537	Wenling picorna-like virus 9								Viruses
NC_032834.1	8467	1923533	Wenling picorna-like virus 5								Viruses
NC_032763.1	24854	1923510	Wenling nido-like virus 1	Decronivirus 1	Charybnivirus	Euroniviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_033033.1	1793	1923504	Wenling narna-like virus 4								Viruses
NC_033098.1	10025	1923496	Wenling hepe-like virus 4								Viruses
NC_032810.1	9716	1923489	Wenling crustacean virus 6								Viruses
NC_032830.1	8664	1923485	Wenling crustacean virus 2								Viruses
NC_032793.1	7447	1923481	Wenling crustacean virus 12	Wenling crustavirus	Crustavirus	Nyamiviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032851.1	6891	1923477	Shuangao toti-like virus								Viruses
NC_033095.1	2799	1923470	Shuangao insect virus 9								Viruses
NC_032732.1	2758	1923466	Shuangao insect virus 10								Viruses
NC_032920.1	3090	1923456	Shahe tombus-like virus 2								Viruses
NC_032863.1	9126	1923452	Shahe picorna-like virus 9								Viruses
NC_032904.1	8860	1923447	Shahe picorna-like virus 4								Viruses
NC_032894.1	9077	1923443	Shahe picorna-like virus 13								Viruses
NC_032940.1	8922	1923439	Shahe picorna-like virus 1								Viruses
NC_032792.1	3375	1923430	Shahe narna-like virus 2								Viruses
NC_032829.1	10120	1923421	Shahe isopoda virus 1								Viruses
NC_033173.1	8687	1923408	Sanxia water strider virus 9								Viruses
NC_032931.1	7192	1923404	Sanxia water strider virus 20								Viruses
NC_033092.1	4175	1923398	Sanxia water strider virus 14								Viruses
NC_033068.1	2566	1923392	Sanxia tombus-like virus 8								Viruses
NC_033170.1	2981	1923387	Sanxia tombus-like virus 3								Viruses
NC_032918.1	2934	1923383	Sanxia sobemo-like virus 4								Viruses
NC_033241.1	8114	1923378	Sanxia picorna-like virus 9								Viruses
NC_033246.1	8903	1923372	Sanxia picorna-like virus 3								Viruses
NC_033235.1	9596	1923367	Sanxia picorna-like virus 10								Viruses
NC_033168.1	11270	1923358	Sanxia atyid shrimp virus 4	Sanxia mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033284.1	6585	1923354	Sanxia Qinvirus-like virus 1	Sanxia yingvirus	Yingvirus	Qinviridae	Muvirales	Chunqiuviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033285.1	1653	1923354	Sanxia Qinvirus-like virus 1	Sanxia yingvirus	Yingvirus	Qinviridae	Muvirales	Chunqiuviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033186.1	6041	1923344	Hubei zhaovirus-like virus 1								Viruses
NC_032930.1	3332	1923381	Sanxia sobemo-like virus 2								Viruses
NC_033262.1	8673	1923374	Sanxia picorna-like virus 5								Viruses
NC_033266.1	8978	1923370	Sanxia picorna-like virus 13								Viruses
NC_033188.1	4650	1923365	Sanxia permutotetra-like virus 1								Viruses
NC_033185.1	10445	1923356	Sanxia atyid shrimp virus 2								Viruses
NC_032999.1	10069	1923350	Jingmen picorna-like virus								Viruses
NC_032765.1	10976	1923342	Hubei virga-like virus 9								Viruses
NC_033158.1	10650	1923335	Hubei virga-like virus 2								Viruses
NC_033269.1	8318	1923327	Hubei virga-like virus 12								Viruses
NC_032811.1	4431	1923322	Hubei unio douglasiae virus 2								Viruses
NC_032938.1	5595	1923313	Hubei toti-like virus 24								Viruses
NC_032948.1	7552	1923306	Hubei toti-like virus 18								Viruses
NC_032878.1	6293	1923301	Hubei toti-like virus 13								Viruses
NC_033274.1	1369	1407057	Tomato leaf curl alphasatellite	Tomato leaf curl Pakistan alphasatellite	Colecusatellite	Alphasatellitidae					Viruses
NC_032862.1	4145	1922712	Beihai tombus-like virus 1								Viruses
NC_032977.1	9538	1922707	Beihai sphaeromadae virus 1								Viruses
NC_032983.1	5222	1922703	Beihai sobemo-like virus 6								Viruses
NC_032865.1	3164	1922699	Beihai sobemo-like virus 27								Viruses
NC_032913.1	4177	1922693	Beihai sobemo-like virus 21								Viruses
NC_032976.1	4963	1922689	Beihai sobemo-like virus 18								Viruses
NC_033037.1	3799	1922683	Beihai sobemo-like virus 12								Viruses
NC_033047.1	4692	1922752	Beihai weivirus-like virus 4								Viruses
NC_032962.1	5094	1922748	Beihai weivirus-like virus 2								Viruses
NC_033035.1	4740	1922743	Beihai weivirus-like virus 15								Viruses
NC_033031.1	5040	1922738	Beihai weivirus-like virus 1								Viruses
NC_032914.1	4382	1922730	Beihai tombus-like virus 9								Viruses
NC_032903.1	5029	1922724	Beihai tombus-like virus 3								Viruses
NC_032787.1	4822	1922719	Beihai tombus-like virus 16								Viruses
NC_032747.1	6097	1922715	Beihai tombus-like virus 12								Viruses
NC_032816.1	9551	1922788	Changjiang picorna-like virus 15								Viruses
NC_032833.1	8031	1922784	Changjiang picorna-like virus 11								Viruses
NC_033111.1	4823	1922777	Changjiang narna-like virus 2								Viruses
NC_032801.1	9743	1922770	Changjiang crawfish virus 6								Viruses
NC_032874.1	9103	1922765	Changjiang crawfish virus 1								Viruses
NC_033167.1	5448	1922759	Beihai zhaovirus-like virus 3								Viruses
NC_032950.1	5197	1922755	Beihai weivirus-like virus 8								Viruses
NC_033161.1	4230	1922823	Changjiang tombus-like virus 9								Viruses
NC_033169.1	3929	1922819	Changjiang tombus-like virus 5								Viruses
NC_032991.1	3932	1922815	Changjiang tombus-like virus 21								Viruses
NC_033002.1	4084	1922811	Changjiang tombus-like virus 18								Viruses
NC_033213.1	9301	1923366	Sanxia picorna-like virus 1								Viruses
NC_033228.1	8772	1923357	Sanxia atyid shrimp virus 3								Viruses
NC_033113.1	5804	1923343	Hubei yanvirus-like virus 1								Viruses
NC_033192.1	10072	1923336	Hubei virga-like virus 21								Viruses
NC_033211.1	10423	1923330	Hubei virga-like virus 15								Viruses
NC_032848.1	4130	1923323	Hubei unio douglasiae virus 3								Viruses
NC_032954.1	7505	1923316	Hubei toti-like virus 5								Viruses
NC_032734.1	4958	1923308	Hubei toti-like virus 2								Viruses
NC_032919.1	5859	1923303	Hubei toti-like virus 15								Viruses
NC_033271.1	1370	1468596	Ageratum yellow vein Pakistan alphasatellite			Alphasatellitidae					Viruses
NC_032932.1	4836	1922713	Beihai tombus-like virus 10								Viruses
NC_032760.1	3518	1922708	Beihai sphaeromadae virus 2								Viruses
NC_032945.1	4711	1922704	Beihai sobemo-like virus 7								Viruses
NC_032961.1	4536	1922700	Beihai sobemo-like virus 3								Viruses
NC_032859.1	3092	1922694	Beihai sobemo-like virus 22								Viruses
NC_032817.1	3559	1922690	Beihai sobemo-like virus 19								Viruses
NC_033252.1	3679	1922684	Beihai sobemo-like virus 13								Viruses
NC_032730.1	28763	1508224	Lucheng Rn rat coronavirus		Alphacoronavirus	Coronaviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_033074.1	4130	1922749	Beihai weivirus-like virus 20								Viruses
NC_032974.1	4423	1922744	Beihai weivirus-like virus 16								Viruses
NC_033066.1	4971	1922740	Beihai weivirus-like virus 11								Viruses
NC_032841.1	6618	1922734	Beihai toti-like virus 4								Viruses
NC_033250.1	3611	1922726	Beihai tombus-like virus 5								Viruses
NC_032885.1	5363	1922720	Beihai tombus-like virus 17								Viruses
NC_032880.1	4473	1922716	Beihai tombus-like virus 13								Viruses
NC_032737.1	10610	1922789	Changjiang picorna-like virus 16								Viruses
NC_032779.1	8774	1922785	Changjiang picorna-like virus 12								Viruses
NC_033124.1	3685	1922778	Changjiang narna-like virus 3								Viruses
NC_033052.1	3919	1922771	Changjiang crawfish virus 7								Viruses
NC_032850.1	8712	1922766	Changjiang crawfish virus 2								Viruses
NC_033175.1	8223	1922760	Beihai zhaovirus-like virus 4								Viruses
NC_033085.1	5218	1922756	Beihai weivirus-like virus 9								Viruses
NC_033181.1	6844	1922824	Changjiang zhaovirus-like virus 1								Viruses
NC_033142.1	3540	1922820	Changjiang tombus-like virus 6								Viruses
NC_033199.1	3608	1922816	Changjiang tombus-like virus 22								Viruses
NC_032997.1	3051	1922812	Changjiang tombus-like virus 19								Viruses
NC_033096.1	3456	1922807	Changjiang tombus-like virus 14								Viruses
NC_033028.1	3008	1922802	Changjiang tombus-like virus 1								Viruses
NC_032749.1	8652	1922798	Changjiang picorna-like virus 9								Viruses
NC_033139.1	3108	1923400	Sanxia water strider virus 16								Viruses
NC_033149.1	5094	1923393	Sanxia tombus-like virus 9								Viruses
NC_033129.1	3815	1923388	Sanxia tombus-like virus 4								Viruses
NC_032941.1	3181	1923384	Sanxia sobemo-like virus 5								Viruses
NC_032923.1	2863	1923380	Sanxia sobemo-like virus 1								Viruses
NC_033209.1	7388	1923373	Sanxia picorna-like virus 4								Viruses
NC_033221.1	8342	1923368	Sanxia picorna-like virus 11								Viruses
NC_032835.1	3643	1923360	Sanxia narna-like virus 1								Viruses
NC_032869.1	11157	1923355	Sanxia atyid shrimp virus 1								Viruses
NC_033193.1	5682	1923345	Hubei zhaovirus-like virus 2								Viruses
NC_033247.1	9480	1923340	Hubei virga-like virus 7								Viruses
NC_033222.1	9481	1923332	Hubei virga-like virus 17								Viruses
NC_033082.1	6206	1923326	Hubei virga-like virus 11								Viruses
NC_033280.1	3215	1923321	Hubei unio douglasiae virus 1								Viruses
